0.000000000,219.503
0.021333333,231.497
0.042666666,220.628
0.064000000,251.239
0.085333333,265.156
0.106666666,254.37
0.128000000,261.061
0.149333333,246.489
0.170666666,241.039
0.192000000,283.357
0.213333333,242.302
0.234666666,232.987
0.256000000,182.673
0.277333333,173.726
0.298666666,170.998
0.320000000,154.551
0.341333333,157.17
0.362666666,431.796
0.384000000,311.731
0.405333333,278.308
0.426666666,259.464
0.448000000,216.128
0.469333333,190.536
0.490666666,206.233
0.512000000,201.094
0.533333333,220.174
0.554666666,236.11
0.576000000,256.191
0.597333333,211.042
0.618666666,161.997
0.640000000,156.045
0.661333333,155.804
0.682666666,137.793
0.704000000,225.681
0.725333333,265.046
0.746666666,211.893
0.768000000,211.422
0.789333333,179.662
0.810666666,161.127
0.832000000,129.075
0.853333333,126.698
0.874666666,139.784
0.896000000,287.546
0.917333333,249.191
0.938666666,222.246
0.960000000,170.875
0.981333333,139.994
1.002666666,150.665
1.024000000,106.639
1.045333333,123.435
1.066666666,376.726
1.088000000,293.558
1.109333333,243.198
1.130666666,218.351
1.152000000,179.809
1.173333333,163.964
1.194666666,147.729
1.216000000,138.943
1.237333333,192.731
1.258666666,261.361
1.280000000,242.905
1.301333333,209.163
1.322666666,178.624
1.344000000,170.53
1.365333333,164.289
1.386666666,142.582
1.408000000,212.703
1.429333333,247.878
1.450666666,198.87
1.472000000,172.631
1.493333333,162.993
1.514666666,144.972
1.536000000,127.128
1.557333333,113.615
1.578666666,116.132
1.600000000,242.918
1.621333333,202.23
1.642666666,187.978
1.664000000,141.471
1.685333333,123.83
1.706666666,137.688
1.728000000,109.935
1.749333333,125.705
1.770666666,486.359
1.792000000,312.382
1.813333333,259.385
1.834666666,216.342
1.856000000,195.227
1.877333333,155.709
1.898666666,130.31
1.920000000,107.789
1.941333333,164.845
1.962666666,246.945
1.984000000,214.528
2.005333333,192.95
2.026666666,156.67
2.048000000,142.442
2.069333333,121.917
2.090666666,116.817
2.112000000,142.58
2.133333333,253.431
2.154666666,183.229
2.176000000,201.965
2.197333333,156.252
2.218666666,139.697
2.240000000,138.551
2.261333333,131.876
2.282666666,116.552
2.304000000,320.987
2.325333333,252.889
2.346666666,195.613
2.368000000,153.458
2.389333333,136.829
2.410666666,134.557
2.432000000,107.669
2.453333333,95.8455
2.474666666,548.076
2.496000000,285.726
2.517333333,328.248
2.538666666,241.38
2.560000000,186.163
2.581333333,139.411
2.602666666,128.719
2.624000000,116.237
2.645333333,125.814
2.666666666,295.334
2.688000000,258.609
2.709333333,244.837
2.730666666,228.827
2.752000000,208.602
2.773333333,211.987
2.794666666,186.375
2.816000000,176.432
2.837333333,181.533
2.858666666,148.954
2.880000000,187.091
2.901333333,155.967
2.922666666,145.741
2.944000000,152.84
2.965333333,129.242
2.986666666,144.804
3.008000000,132.68
3.029333333,132.644
3.050666666,120.175
3.072000000,125.275
3.093333333,120.019
3.114666666,116.729
3.136000000,127.308
3.157333333,118.256
3.178666666,119.778
3.200000000,112.761
3.221333333,110.182
3.242666666,118.667
3.264000000,111.781
3.285333333,109.25
3.306666666,112.019
3.328000000,98.2972
3.349333333,98.7063
3.370666666,105.649
3.392000000,102.792
3.413333333,96.7642
3.434666666,95.0264
3.456000000,97.72
3.477333333,94.6884
3.498666666,105.542
3.520000000,93.7722
3.541333333,95.1963
3.562666666,96.2921
3.584000000,90.3507
3.605333333,100.3
3.626666666,87.0642
3.648000000,88.9988
3.669333333,86.4357
3.690666666,88.0392
3.712000000,89.4781
3.733333333,82.4421
3.754666666,82.8506
3.776000000,85.3401
3.797333333,81.0264
3.818666666,83.4065
3.840000000,83.2233
3.861333333,81.8828
3.882666666,87.0726
3.904000000,78.8305
3.925333333,89.4603
3.946666666,83.6654
3.968000000,82.7095
3.989333333,84.6721
4.010666666,80.2273
4.032000000,86.3489
4.053333333,81.9049
4.074666666,78.5558
4.096000000,78.1707
4.117333333,72.4789
4.138666666,79.1779
4.160000000,82.4663
4.181333333,82.4586
4.202666666,83.7379
4.224000000,81.1006
4.245333333,148.063
4.266666666,136.939
4.288000000,132.249
4.309333333,119.341
4.330666666,126.11
4.352000000,148.746
4.373333333,128.1
4.394666666,125.354
4.416000000,107.323
4.437333333,122.941
4.458666666,112.16
4.480000000,112.796
4.501333333,125.266
4.522666666,116.157
4.544000000,132.696
4.565333333,138.514
4.586666666,131.765
4.608000000,131.938
4.629333333,134.894
4.650666666,133.96
4.672000000,120.912
4.693333333,122.978
4.714666666,117.531
4.736000000,126.765
4.757333333,130.048
4.778666666,120.274
4.800000000,124.694
4.821333333,133.051
4.842666666,118.343
4.864000000,123.981
4.885333333,118.059
4.906666666,110.924
4.928000000,114.117
4.949333333,525.275
4.970666666,290.562
4.992000000,223.597
5.013333333,234.589
5.034666666,190.781
5.056000000,191.302
5.077333333,179.293
5.098666666,157.869
5.120000000,263.209
5.141333333,194.834
5.162666666,216.731
5.184000000,175.79
5.205333333,328.605
5.226666666,202.083
5.248000000,252.789
5.269333333,219.278
5.290666666,268.868
5.312000000,307.871
5.333333333,270.486
5.354666666,218.956
5.376000000,219.531
5.397333333,245.858
5.418666666,258.399
5.440000000,219.1
5.461333333,217.695
5.482666666,240.09
5.504000000,252.505
5.525333333,269.241
5.546666666,209.862
5.568000000,274.024
5.589333333,232.372
5.610666666,244.715
5.632000000,231.419
